Year,State ANSI,Ag District Code,County,County ANSI,Value
2020,18,50,BARTHOLOMEW,5,187.5
2020,18,50,BOONE,11,221.9
2020,18,50,CLINTON,23,207.1
2020,18,50,DECATUR,31,209.5
2020,18,50,GRANT,53,187.8
2020,18,50,HAMILTON,57,188.7
2020,18,50,HANCOCK,59,188.5
2020,18,50,HENDRICKS,63,205.2
2020,18,50,HOWARD,67,213.1
2020,18,50,JOHNSON,81,184.2
2020,18,50,MADISON,95,204.7
2020,18,50,MARION,97,191.9
2020,18,50,MORGAN,109,188
2020,18,50,RUSH,139,201.9
2020,18,50,SHELBY,145,191
2020,18,50,TIPTON,159,216.7
2020,18,60,BLACKFORD,9,187.9
2020,18,60,DELAWARE,35,192
2020,18,60,FAYETTE,41,191.5
2020,18,60,HENRY,65,196.6
2020,18,60,JAY,75,179.9
2020,18,60,RANDOLPH,135,183.9
2020,18,60,UNION,161,208.9
2020,18,60,WAYNE,177,186.6
2020,18,20,CARROLL,15,209.6
2020,18,20,CASS,17,200.4
2020,18,20,ELKHART,39,174.8
2020,18,20,FULTON,49,181
2020,18,20,KOSCIUSKO,85,172.9
2020,18,20,MARSHALL,99,175.5
2020,18,20,MIAMI,103,180.8
2020,18,20,ST. JOSEPH,141,167.7
2020,18,20,WABASH,169,174.2
2020,18,30,ADAMS,1,179.9
2020,18,30,ALLEN,3,165.2
2020,18,30,DE KALB,33,136.6
2020,18,30,HUNTINGTON,69,186.1
2020,18,30,LAGRANGE,87,143.5
2020,18,30,NOBLE,113,175.3
2020,18,30,STEUBEN,151,145.6
2020,18,30,WELLS,179,188.5
2020,18,30,WHITLEY,183,159.6
2020,18,10,BENTON,7,204.5
2020,18,10,JASPER,73,172.3
2020,18,10,LA PORTE,91,147.8
2020,18,10,LAKE,89,171.3
2020,18,10,NEWTON,111,192.9
2020,18,10,PORTER,127,182.2
2020,18,10,PULASKI,131,172.7
2020,18,10,STARKE,149,156.8
2020,18,10,WHITE,181,178.5
2020,18,80,FLOYD,43,171.2
2020,18,80,HARRISON,61,182
2020,18,80,JACKSON,71,185.4
2020,18,80,LAWRENCE,93,183.4
2020,18,80,MONROE,105,168.2
2020,18,80,ORANGE,117,205.3
2020,18,80,PERRY,123,179.7
2020,18,80,WASHINGTON,175,172.9
2020,18,90,CLARK,19,173.4
2020,18,90,DEARBORN,29,173.2
2020,18,90,FRANKLIN,47,184.9
2020,18,90,JEFFERSON,77,165
2020,18,90,JENNINGS,79,177.1
2020,18,90,OHIO,115,154.3
2020,18,90,RIPLEY,137,178.4
2020,18,90,SWITZERLAND,155,182.2
2020,18,70,DAVIESS,27,192.4
2020,18,70,DUBOIS,37,183.9
2020,18,70,GIBSON,51,200.3
2020,18,70,GREENE,55,184.3
2020,18,70,KNOX,83,187
2020,18,70,MARTIN,101,190.6
2020,18,70,PIKE,125,181.4
2020,18,70,POSEY,129,199
2020,18,70,SPENCER,147,182.7
2020,18,70,SULLIVAN,153,182.9
2020,18,70,VANDERBURGH,163,204.7
2020,18,70,WARRICK,173,176.9
2020,18,40,CLAY,21,189.1
2020,18,40,FOUNTAIN,45,186.9
2020,18,40,MONTGOMERY,107,205
2020,18,40,OWEN,119,168.5
2020,18,40,PARKE,121,196.7
2020,18,40,PUTNAM,133,193.5
2020,18,40,TIPPECANOE,157,207.1
2020,18,40,VERMILLION,165,188.8
2020,18,40,VIGO,167,176.7
2020,18,40,WARREN,171,206.6
2020,18,99,OTHER COUNTIES,,160
2019,18,50,BOONE,11,177.4
2019,18,50,DECATUR,31,180
2019,18,50,HAMILTON,57,156.7
2019,18,50,HANCOCK,59,138.2
2019,18,50,HENDRICKS,63,176.1
2019,18,50,HOWARD,67,185.6
2019,18,50,JOHNSON,81,169.2
2019,18,50,MADISON,95,158.9
2019,18,50,MARION,97,144.2
2019,18,50,OTHER (COMBINED) COUNTIES,,173.4
2019,18,50,RUSH,139,180
2019,18,50,SHELBY,145,163.5
2019,18,50,TIPTON,159,172.4
2019,18,60,DELAWARE,35,157.6
2019,18,60,FAYETTE,41,177.3
2019,18,60,JAY,75,164.9
2019,18,60,OTHER (COMBINED) COUNTIES,,168.4
2019,18,60,RANDOLPH,135,170.5
2019,18,60,UNION,161,179
2019,18,60,WAYNE,177,167.5
2019,18,20,CARROLL,15,194.6
2019,18,20,ELKHART,39,154.7
2019,18,20,FULTON,49,172.6
2019,18,20,KOSCIUSKO,85,173.7
2019,18,20,MARSHALL,99,157.1
2019,18,20,OTHER (COMBINED) COUNTIES,,171.6
2019,18,20,ST. JOSEPH,141,147.8
2019,18,20,WABASH,169,184.3
2019,18,30,ADAMS,1,170.1
2019,18,30,ALLEN,3,181.4
2019,18,30,DE KALB,33,168.3
2019,18,30,HUNTINGTON,69,181
2019,18,30,LAGRANGE,87,133.3
2019,18,30,NOBLE,113,179.5
2019,18,30,OTHER (COMBINED) COUNTIES,,177
2019,18,30,WHITLEY,183,174
2019,18,10,BENTON,7,186
2019,18,10,LA PORTE,91,148.1
2019,18,10,NEWTON,111,182.4
2019,18,10,OTHER (COMBINED) COUNTIES,,175.4
2019,18,10,PORTER,127,181.2
2019,18,10,PULASKI,131,161
2019,18,10,STARKE,149,146.3
2019,18,10,WHITE,181,177.6
2019,18,80,CRAWFORD,25,126.4
2019,18,80,FLOYD,43,146.4
2019,18,80,HARRISON,61,133.9
2019,18,80,LAWRENCE,93,130.5
2019,18,80,MONROE,105,134
2019,18,80,ORANGE,117,152.6
2019,18,80,OTHER (COMBINED) COUNTIES,,131.6
2019,18,80,WASHINGTON,175,134.3
2019,18,90,CLARK,19,132.5
2019,18,90,DEARBORN,29,129.4
2019,18,90,FRANKLIN,47,152.4
2019,18,90,JEFFERSON,77,123.6
2019,18,90,JENNINGS,79,135.4
2019,18,90,OHIO,115,136.2
2019,18,90,OTHER (COMBINED) COUNTIES,,121
2019,18,90,SWITZERLAND,155,123.5
2019,18,70,DAVIESS,27,168.4
2019,18,70,DUBOIS,37,163.6
2019,18,70,GIBSON,51,179
2019,18,70,GREENE,55,133.8
2019,18,70,OTHER (COMBINED) COUNTIES,,166.6
2019,18,70,POSEY,129,176.6
2019,18,70,SPENCER,147,158.3
2019,18,70,SULLIVAN,153,164.8
2019,18,70,VANDERBURGH,163,167.7
2019,18,70,WARRICK,173,156.5
2019,18,40,MONTGOMERY,107,189.9
2019,18,40,OTHER (COMBINED) COUNTIES,,163.7
2019,18,40,PARKE,121,178.8
2019,18,40,PUTNAM,133,179.1
2019,18,40,TIPPECANOE,157,180.2
2019,18,40,VERMILLION,165,167.2
2019,18,40,VIGO,167,171.8
2019,18,40,WARREN,171,192.4
2018,18,50,BARTHOLOMEW,5,189.3
2018,18,50,BOONE,11,198.9
2018,18,50,CLINTON,23,213.9
2018,18,50,DECATUR,31,206.8
2018,18,50,GRANT,53,204.4
2018,18,50,HAMILTON,57,174.5
2018,18,50,HANCOCK,59,187.5
2018,18,50,HENDRICKS,63,206.9
2018,18,50,HOWARD,67,215.7
2018,18,50,MADISON,95,205.1
2018,18,50,MORGAN,109,197
2018,18,50,OTHER (COMBINED) COUNTIES,,193.4
2018,18,50,RUSH,139,203.9
2018,18,50,SHELBY,145,194.3
2018,18,50,TIPTON,159,215.5
2018,18,60,BLACKFORD,9,201
2018,18,60,DELAWARE,35,208.1
2018,18,60,FAYETTE,41,198.6
2018,18,60,HENRY,65,198.5
2018,18,60,JAY,75,188.6
2018,18,60,RANDOLPH,135,184.8
2018,18,60,UNION,161,203.9
2018,18,60,WAYNE,177,191.7
2018,18,20,CARROLL,15,204.7
2018,18,20,CASS,17,195.5
2018,18,20,ELKHART,39,172.5
2018,18,20,FULTON,49,187.2
2018,18,20,KOSCIUSKO,85,179.8
2018,18,20,MARSHALL,99,175.6
2018,18,20,MIAMI,103,191.4
2018,18,20,ST. JOSEPH,141,164.2
2018,18,20,WABASH,169,201.4
2018,18,30,ADAMS,1,194.5
2018,18,30,ALLEN,3,181.7
2018,18,30,DE KALB,33,159.5
2018,18,30,HUNTINGTON,69,183
2018,18,30,LAGRANGE,87,142.1
2018,18,30,NOBLE,113,170.7
2018,18,30,STEUBEN,151,150
2018,18,30,WELLS,179,204.1
2018,18,30,WHITLEY,183,180.7
2018,18,10,BENTON,7,201.7
2018,18,10,JASPER,73,164.5
2018,18,10,LA PORTE,91,159
2018,18,10,NEWTON,111,198.9
2018,18,10,OTHER (COMBINED) COUNTIES,,165.3
2018,18,10,PORTER,127,182.1
2018,18,10,PULASKI,131,169.1
2018,18,10,WHITE,181,196.9
2018,18,80,HARRISON,61,189.2
2018,18,80,JACKSON,71,173.2
2018,18,80,LAWRENCE,93,192.1
2018,18,80,MONROE,105,181.8
2018,18,80,ORANGE,117,206.7
2018,18,80,OTHER (COMBINED) COUNTIES,,170.3
2018,18,80,WASHINGTON,175,184.1
2018,18,90,CLARK,19,178.7
2018,18,90,DEARBORN,29,176.7
2018,18,90,FRANKLIN,47,185.7
2018,18,90,JEFFERSON,77,185
2018,18,90,JENNINGS,79,181.6
2018,18,90,OHIO,115,180
2018,18,90,RIPLEY,137,182.9
2018,18,90,SCOTT,143,180.2
2018,18,90,SWITZERLAND,155,178
2018,18,70,DAVIESS,27,196.2
2018,18,70,DUBOIS,37,187.1
2018,18,70,GIBSON,51,184
2018,18,70,GREENE,55,179.1
2018,18,70,KNOX,83,179.4
2018,18,70,MARTIN,101,182.9
2018,18,70,OTHER (COMBINED) COUNTIES,,177.7
2018,18,70,POSEY,129,182.1
2018,18,70,SULLIVAN,153,187.3
2018,18,70,VANDERBURGH,163,179.6
2018,18,70,WARRICK,173,161.2
2018,18,40,CLAY,21,181.5
2018,18,40,OTHER (COMBINED) COUNTIES,,204.1
2018,18,40,OWEN,119,172.7
2018,18,40,PARKE,121,192.7
2018,18,40,PUTNAM,133,196.8
2018,18,40,TIPPECANOE,157,201.1
2018,18,40,VERMILLION,165,197.5
2018,18,40,VIGO,167,176.4
2018,18,40,WARREN,171,206.4
2017,18,50,BOONE,11,184.4
2017,18,50,CLINTON,23,185.1
2017,18,50,DECATUR,31,190.2
2017,18,50,GRANT,53,169.6
2017,18,50,HAMILTON,57,155.7
2017,18,50,HANCOCK,59,158.1
2017,18,50,HENDRICKS,63,183.3
2017,18,50,HOWARD,67,185.1
2017,18,50,JOHNSON,81,175.4
2017,18,50,MADISON,95,165.4
2017,18,50,MORGAN,109,168.8
2017,18,50,OTHER (COMBINED) COUNTIES,,167.2
2017,18,50,RUSH,139,185.4
2017,18,50,SHELBY,145,178.7
2017,18,50,TIPTON,159,172.7
2017,18,60,BLACKFORD,9,179.2
2017,18,60,DELAWARE,35,155
2017,18,60,FAYETTE,41,173
2017,18,60,HENRY,65,172.7
2017,18,60,JAY,75,159.3
2017,18,60,RANDOLPH,135,169.6
2017,18,60,UNION,161,181
2017,18,60,WAYNE,177,171.9
2017,18,20,CARROLL,15,181.5
2017,18,20,CASS,17,181.1
2017,18,20,ELKHART,39,173.8
2017,18,20,FULTON,49,200
2017,18,20,KOSCIUSKO,85,171.3
2017,18,20,MARSHALL,99,189.2
2017,18,20,MIAMI,103,171.1
2017,18,20,ST. JOSEPH,141,178
2017,18,20,WABASH,169,174.3
2017,18,30,ADAMS,1,169.8
2017,18,30,ALLEN,3,167.6
2017,18,30,DE KALB,33,170
2017,18,30,HUNTINGTON,69,167.2
2017,18,30,LAGRANGE,87,142.1
2017,18,30,NOBLE,113,175.5
2017,18,30,STEUBEN,151,160
2017,18,30,WELLS,179,185.1
2017,18,30,WHITLEY,183,175
2017,18,10,BENTON,7,199.2
2017,18,10,JASPER,73,183
2017,18,10,LA PORTE,91,154.5
2017,18,10,LAKE,89,196.9
2017,18,10,NEWTON,111,203.9
2017,18,10,PORTER,127,186.2
2017,18,10,PULASKI,131,186.2
2017,18,10,STARKE,149,171.8
2017,18,10,WHITE,181,185.4
2017,18,80,HARRISON,61,162.5
2017,18,80,JACKSON,71,166.7
2017,18,80,LAWRENCE,93,175.6
2017,18,80,MONROE,105,156.4
2017,18,80,ORANGE,117,198.2
2017,18,80,OTHER (COMBINED) COUNTIES,,167.7
2017,18,80,PERRY,123,179.6
2017,18,80,WASHINGTON,175,172.6
2017,18,90,CLARK,19,158.8
2017,18,90,DEARBORN,29,168.3
2017,18,90,FRANKLIN,47,177.7
2017,18,90,JEFFERSON,77,167.8
2017,18,90,JENNINGS,79,171.4
2017,18,90,OHIO,115,170.8
2017,18,90,RIPLEY,137,185.9
2017,18,90,SCOTT,143,166.9
2017,18,90,SWITZERLAND,155,170.9
2017,18,70,DAVIESS,27,194
2017,18,70,DUBOIS,37,198.1
2017,18,70,GIBSON,51,194.6
2017,18,70,GREENE,55,161.1
2017,18,70,KNOX,83,184.7
2017,18,70,OTHER (COMBINED) COUNTIES,,186.2
2017,18,70,POSEY,129,190.1
2017,18,70,SPENCER,147,196.3
2017,18,70,SULLIVAN,153,179.9
2017,18,70,VANDERBURGH,163,194
2017,18,70,WARRICK,173,182.4
2017,18,40,CLAY,21,189.6
2017,18,40,FOUNTAIN,45,183.7
2017,18,40,MONTGOMERY,107,200
2017,18,40,OWEN,119,156.1
2017,18,40,PARKE,121,178.6
2017,18,40,PUTNAM,133,180
2017,18,40,TIPPECANOE,157,180.3
2017,18,40,VERMILLION,165,188
2017,18,40,VIGO,167,186.7
2017,18,40,WARREN,171,206
2016,18,50,BARTHOLOMEW,5,171.2
2016,18,50,BOONE,11,180.1
2016,18,50,CLINTON,23,190.6
2016,18,50,DECATUR,31,178.9
2016,18,50,HAMILTON,57,179.5
2016,18,50,HANCOCK,59,172.4
2016,18,50,HENDRICKS,63,178.8
2016,18,50,HOWARD,67,192.7
2016,18,50,JOHNSON,81,160.9
2016,18,50,MADISON,95,181.1
2016,18,50,MORGAN,109,166
2016,18,50,OTHER (COMBINED) COUNTIES,,178.7
2016,18,50,RUSH,139,188.8
2016,18,50,SHELBY,145,165
2016,18,50,TIPTON,159,198.5
2016,18,60,BLACKFORD,9,173.9
2016,18,60,DELAWARE,35,165
2016,18,60,FAYETTE,41,173.2
2016,18,60,HENRY,65,177.6
2016,18,60,JAY,75,167.3
2016,18,60,RANDOLPH,135,165.8
2016,18,60,UNION,161,177.1
2016,18,60,WAYNE,177,167.2
2016,18,20,CARROLL,15,197.8
2016,18,20,CASS,17,189.6
2016,18,20,ELKHART,39,158.7
2016,18,20,FULTON,49,176.7
2016,18,20,KOSCIUSKO,85,164.8
2016,18,20,MARSHALL,99,169
2016,18,20,MIAMI,103,167.2
2016,18,20,ST. JOSEPH,141,149.2
2016,18,20,WABASH,169,177.3
2016,18,30,ADAMS,1,159.5
2016,18,30,ALLEN,3,157.9
2016,18,30,DE KALB,33,146.4
2016,18,30,LAGRANGE,87,134.1
2016,18,30,NOBLE,113,157.1
2016,18,30,OTHER (COMBINED) COUNTIES,,177.3
2016,18,30,STEUBEN,151,147.6
2016,18,30,WHITLEY,183,161.2
2016,18,10,BENTON,7,199.2
2016,18,10,JASPER,73,180.1
2016,18,10,LA PORTE,91,147.9
2016,18,10,LAKE,89,177.4
2016,18,10,NEWTON,111,204.7
2016,18,10,PORTER,127,173.3
2016,18,10,PULASKI,131,158.8
2016,18,10,STARKE,149,142.7
2016,18,10,WHITE,181,189.2
2016,18,80,FLOYD,43,128.6
2016,18,80,HARRISON,61,149.8
2016,18,80,JACKSON,71,161.1
2016,18,80,LAWRENCE,93,144.6
2016,18,80,MONROE,105,160.7
2016,18,80,ORANGE,117,162.3
2016,18,80,OTHER (COMBINED) COUNTIES,,126.3
2016,18,80,WASHINGTON,175,147.8
2016,18,90,CLARK,19,140.5
2016,18,90,DEARBORN,29,162.1
2016,18,90,FRANKLIN,47,175.3
2016,18,90,JEFFERSON,77,148.8
2016,18,90,JENNINGS,79,156.6
2016,18,90,OHIO,115,150
2016,18,90,RIPLEY,137,157.9
2016,18,90,SCOTT,143,142.2
2016,18,90,SWITZERLAND,155,158.2
2016,18,70,DAVIESS,27,171.9
2016,18,70,DUBOIS,37,143.3
2016,18,70,GIBSON,51,161.7
2016,18,70,GREENE,55,156
2016,18,70,KNOX,83,169.7
2016,18,70,MARTIN,101,160.7
2016,18,70,PIKE,125,146.5
2016,18,70,POSEY,129,144
2016,18,70,SPENCER,147,149.1
2016,18,70,SULLIVAN,153,164.1
2016,18,70,VANDERBURGH,163,154
2016,18,70,WARRICK,173,134.6
2016,18,40,FOUNTAIN,45,191.8
2016,18,40,MONTGOMERY,107,200
2016,18,40,OTHER (COMBINED) COUNTIES,,182.7
2016,18,40,OWEN,119,160.5
2016,18,40,PARKE,121,182.8
2016,18,40,VERMILLION,165,197.5
2016,18,40,WARREN,171,212.3
2015,18,50,BARTHOLOMEW,5,161
2015,18,50,BOONE,11,136.5
2015,18,50,CLINTON,23,146.6
2015,18,50,DECATUR,31,177.9
2015,18,50,GRANT,53,135.1
2015,18,50,HAMILTON,57,145.4
2015,18,50,HANCOCK,59,149.9
2015,18,50,HENDRICKS,63,149.7
2015,18,50,HOWARD,67,160.4
2015,18,50,JOHNSON,81,152
2015,18,50,MADISON,95,136.3
2015,18,50,MARION,97,167.8
2015,18,50,MORGAN,109,155.4
2015,18,50,RUSH,139,169.7
2015,18,50,SHELBY,145,157.2
2015,18,50,TIPTON,159,173.4
2015,18,60,BLACKFORD,9,117.5
2015,18,60,DELAWARE,35,130.1
2015,18,60,FAYETTE,41,181.5
2015,18,60,HENRY,65,158
2015,18,60,JAY,75,108.3
2015,18,60,RANDOLPH,135,144.8
2015,18,60,UNION,161,174
2015,18,60,WAYNE,177,161.2
2015,18,20,CARROLL,15,157.2
2015,18,20,CASS,17,129.4
2015,18,20,ELKHART,39,154.7
2015,18,20,FULTON,49,142.1
2015,18,20,KOSCIUSKO,85,170.9
2015,18,20,MARSHALL,99,143.7
2015,18,20,MIAMI,103,138.6
2015,18,20,ST. JOSEPH,141,151.5
2015,18,20,WABASH,169,135.3
2015,18,30,ADAMS,1,103.5
2015,18,30,ALLEN,3,120.7
2015,18,30,HUNTINGTON,69,123.1
2015,18,30,LAGRANGE,87,150
2015,18,30,NOBLE,113,163.1
2015,18,30,OTHER (COMBINED) COUNTIES,,159.6
2015,18,30,WELLS,179,112.5
2015,18,30,WHITLEY,183,138.8
2015,18,10,BENTON,7,169.3
2015,18,10,JASPER,73,98.3
2015,18,10,LA PORTE,91,151.3
2015,18,10,LAKE,89,142
2015,18,10,NEWTON,111,110.9
2015,18,10,PORTER,127,151.5
2015,18,10,PULASKI,131,109.7
2015,18,10,STARKE,149,97.6
2015,18,10,WHITE,181,128
2015,18,80,FLOYD,43,158.1
2015,18,80,HARRISON,61,173.1
2015,18,80,JACKSON,71,151.6
2015,18,80,LAWRENCE,93,178.4
2015,18,80,MONROE,105,158.8
2015,18,80,ORANGE,117,190.5
2015,18,80,OTHER (COMBINED) COUNTIES,,153.1
2015,18,80,WASHINGTON,175,156
2015,18,90,CLARK,19,162.1
2015,18,90,DEARBORN,29,151.9
2015,18,90,FRANKLIN,47,182.4
2015,18,90,JEFFERSON,77,151.8
2015,18,90,JENNINGS,79,160.3
2015,18,90,OHIO,115,162.5
2015,18,90,RIPLEY,137,158.7
2015,18,90,SCOTT,143,167.8
2015,18,90,SWITZERLAND,155,158.2
2015,18,70,DAVIESS,27,174.4
2015,18,70,DUBOIS,37,165.8
2015,18,70,GIBSON,51,177.1
2015,18,70,KNOX,83,164.5
2015,18,70,MARTIN,101,149.4
2015,18,70,OTHER (COMBINED) COUNTIES,,162.8
2015,18,70,POSEY,129,190.3
2015,18,70,SPENCER,147,163.7
2015,18,70,SULLIVAN,153,163
2015,18,70,VANDERBURGH,163,166.4
2015,18,70,WARRICK,173,151.9
2015,18,40,CLAY,21,165.5
2015,18,40,FOUNTAIN,45,169.4
2015,18,40,MONTGOMERY,107,176.5
2015,18,40,OWEN,119,164.1
2015,18,40,PARKE,121,160.8
2015,18,40,PUTNAM,133,149.6
2015,18,40,TIPPECANOE,157,147.9
2015,18,40,VERMILLION,165,156.3
2015,18,40,VIGO,167,164
2015,18,40,WARREN,171,178.7
2014,18,50,BARTHOLOMEW,5,200.3
2014,18,50,BOONE,11,200.6
2014,18,50,CLINTON,23,214.1
2014,18,50,DECATUR,31,205.8
2014,18,50,GRANT,53,185
2014,18,50,HAMILTON,57,197.3
2014,18,50,HANCOCK,59,188.6
2014,18,50,HENDRICKS,63,198.5
2014,18,50,HOWARD,67,200.6
2014,18,50,JOHNSON,81,186.9
2014,18,50,MADISON,95,196.4
2014,18,50,MARION,97,178.5
2014,18,50,MORGAN,109,197
2014,18,50,RUSH,139,197.3
2014,18,50,SHELBY,145,187.9
2014,18,50,TIPTON,159,214.9
2014,18,60,BLACKFORD,9,157.1
2014,18,60,DELAWARE,35,174
2014,18,60,FAYETTE,41,187.4
2014,18,60,HENRY,65,192.9
2014,18,60,JAY,75,169.1
2014,18,60,RANDOLPH,135,179.6
2014,18,60,UNION,161,200
2014,18,60,WAYNE,177,185.2
2014,18,20,CARROLL,15,205.3
2014,18,20,CASS,17,195.9
2014,18,20,ELKHART,39,182
2014,18,20,FULTON,49,177.9
2014,18,20,KOSCIUSKO,85,173.5
2014,18,20,MARSHALL,99,183.3
2014,18,20,MIAMI,103,176.5
2014,18,20,ST. JOSEPH,141,160.8
2014,18,20,WABASH,169,181
2014,18,30,ADAMS,1,183.3
2014,18,30,ALLEN,3,185.8
2014,18,30,DE KALB,33,164.7
2014,18,30,HUNTINGTON,69,185.4
2014,18,30,LAGRANGE,87,151.2
2014,18,30,NOBLE,113,168.8
2014,18,30,STEUBEN,151,160.5
2014,18,30,WELLS,179,189.9
2014,18,30,WHITLEY,183,183.1
2014,18,10,BENTON,7,202.4
2014,18,10,JASPER,73,174.2
2014,18,10,LA PORTE,91,167.9
2014,18,10,LAKE,89,167.4
2014,18,10,NEWTON,111,185.1
2014,18,10,PORTER,127,177.1
2014,18,10,PULASKI,131,155.7
2014,18,10,STARKE,149,156.3
2014,18,10,WHITE,181,194.2
2014,18,80,FLOYD,43,152.1
2014,18,80,HARRISON,61,178
2014,18,80,JACKSON,71,171.5
2014,18,80,LAWRENCE,93,190.4
2014,18,80,MONROE,105,180.6
2014,18,80,ORANGE,117,196.9
2014,18,80,OTHER (COMBINED) COUNTIES,,172.5
2014,18,80,PERRY,123,172.5
2014,18,80,WASHINGTON,175,180
2014,18,90,CLARK,19,173.3
2014,18,90,DEARBORN,29,165.9
2014,18,90,FRANKLIN,47,194.1
2014,18,90,JEFFERSON,77,188
2014,18,90,JENNINGS,79,186.6
2014,18,90,OHIO,115,182.8
2014,18,90,RIPLEY,137,178.3
2014,18,90,SCOTT,143,190.7
2014,18,90,SWITZERLAND,155,164.1
2014,18,70,DAVIESS,27,210.2
2014,18,70,DUBOIS,37,190.4
2014,18,70,GIBSON,51,195.3
2014,18,70,GREENE,55,186
2014,18,70,KNOX,83,194.2
2014,18,70,MARTIN,101,188.5
2014,18,70,PIKE,125,170.7
2014,18,70,POSEY,129,197.3
2014,18,70,SPENCER,147,174
2014,18,70,SULLIVAN,153,196
2014,18,70,VANDERBURGH,163,188
2014,18,70,WARRICK,173,175.4
2014,18,40,CLAY,21,200.3
2014,18,40,FOUNTAIN,45,204.8
2014,18,40,MONTGOMERY,107,205.3
2014,18,40,OTHER (COMBINED) COUNTIES,,190.7
2014,18,40,PUTNAM,133,198.6
2014,18,40,TIPPECANOE,157,206.6
2014,18,40,VERMILLION,165,213.6
2014,18,40,WARREN,171,209.5
2013,18,50,BARTHOLOMEW,5,176.6
2013,18,50,BOONE,11,189.8
2013,18,50,CLINTON,23,191.5
2013,18,50,DECATUR,31,183.2
2013,18,50,GRANT,53,181.1
2013,18,50,HAMILTON,57,173.6
2013,18,50,HANCOCK,59,173.7
2013,18,50,HENDRICKS,63,183.6
2013,18,50,JOHNSON,81,172.9
2013,18,50,MADISON,95,181.1
2013,18,50,MORGAN,109,179.8
2013,18,50,OTHER (COMBINED) COUNTIES,,189.2
2013,18,50,RUSH,139,193.6
2013,18,50,SHELBY,145,178.8
2013,18,50,TIPTON,159,191.2
2013,18,60,BLACKFORD,9,172.5
2013,18,60,DELAWARE,35,174.3
2013,18,60,FAYETTE,41,172.2
2013,18,60,OTHER (COMBINED) COUNTIES,,179.1
2013,18,60,RANDOLPH,135,171.3
2013,18,60,UNION,161,211.5
2013,18,60,WAYNE,177,177.3
2013,18,20,CARROLL,15,197.1
2013,18,20,CASS,17,192.3
2013,18,20,ELKHART,39,180.4
2013,18,20,FULTON,49,179
2013,18,20,KOSCIUSKO,85,176.7
2013,18,20,MARSHALL,99,171
2013,18,20,MIAMI,103,174.7
2013,18,20,ST. JOSEPH,141,157.9
2013,18,20,WABASH,169,178.8
2013,18,30,ADAMS,1,176.7
2013,18,30,ALLEN,3,180.7
2013,18,30,DE KALB,33,167.7
2013,18,30,HUNTINGTON,69,191.7
2013,18,30,LAGRANGE,87,154.4
2013,18,30,NOBLE,113,164.1
2013,18,30,OTHER (COMBINED) COUNTIES,,179.9
2013,18,30,WHITLEY,183,181
2013,18,10,BENTON,7,181.1
2013,18,10,JASPER,73,179.9
2013,18,10,LA PORTE,91,150.4
2013,18,10,LAKE,89,155
2013,18,10,NEWTON,111,174.1
2013,18,10,PORTER,127,177.8
2013,18,10,PULASKI,131,163
2013,18,10,STARKE,149,161.7
2013,18,10,WHITE,181,184.1
2013,18,80,HARRISON,61,168
2013,18,80,JACKSON,71,148.8
2013,18,80,MONROE,105,185.5
2013,18,80,ORANGE,117,181.4
2013,18,80,OTHER (COMBINED) COUNTIES,,153.6
2013,18,80,WASHINGTON,175,146.1
2013,18,90,CLARK,19,161.2
2013,18,90,DEARBORN,29,145.8
2013,18,90,FRANKLIN,47,179.2
2013,18,90,JENNINGS,79,156.4
2013,18,90,OTHER (COMBINED) COUNTIES,,147.8
2013,18,90,RIPLEY,137,170.2
2013,18,90,SCOTT,143,164.5
2013,18,70,DAVIESS,27,182.9
2013,18,70,DUBOIS,37,180.5
2013,18,70,GIBSON,51,177
2013,18,70,KNOX,83,180.2
2013,18,70,OTHER (COMBINED) COUNTIES,,156
2013,18,70,PIKE,125,169.1
2013,18,70,POSEY,129,193
2013,18,70,SPENCER,147,184.7
2013,18,70,VANDERBURGH,163,179.7
2013,18,70,WARRICK,173,183.6
2013,18,40,CLAY,21,154.7
2013,18,40,FOUNTAIN,45,183.5
2013,18,40,MONTGOMERY,107,195.9
2013,18,40,OWEN,119,148.6
2013,18,40,PARKE,121,173.1
2013,18,40,PUTNAM,133,182.7
2013,18,40,TIPPECANOE,157,185.1
2013,18,40,VERMILLION,165,185.6
2013,18,40,VIGO,167,159.8
2013,18,40,WARREN,171,184.4
2012,18,50,BARTHOLOMEW,5,78.8
2012,18,50,BOONE,11,91.6
2012,18,50,CLINTON,23,148
2012,18,50,DECATUR,31,86.1
2012,18,50,HAMILTON,57,121.9
2012,18,50,HANCOCK,59,90.5
2012,18,50,HENDRICKS,63,58.3
2012,18,50,HOWARD,67,154.2
2012,18,50,JOHNSON,81,58.1
2012,18,50,MADISON,95,119.9
2012,18,50,MORGAN,109,42.3
2012,18,50,OTHER (COMBINED) COUNTIES,,112.2
2012,18,50,RUSH,139,79.6
2012,18,50,SHELBY,145,62.4
2012,18,50,TIPTON,159,157.9
2012,18,60,BLACKFORD,9,119.2
2012,18,60,DELAWARE,35,111.5
2012,18,60,FAYETTE,41,74.9
2012,18,60,HENRY,65,92.4
2012,18,60,JAY,75,107.7
2012,18,60,RANDOLPH,135,94
2012,18,60,UNION,161,91.7
2012,18,60,WAYNE,177,79.8
2012,18,20,CARROLL,15,115.5
2012,18,20,CASS,17,108
2012,18,20,ELKHART,39,92.5
2012,18,20,FULTON,49,127.1
2012,18,20,KOSCIUSKO,85,104
